Time(Not Pruning),Time(Pruning),"Diff Time (Pruning, %)",Time(Additional),"Diff Time (Additional, %)",CAND.(Not Pruning),CAND.(Pruning),"Pruning Ratio (Pruning, %)",Time(Additional),"Diff Time (Additional, %)"
0.6763488240540028,0.6588935540057719,102.64917905815147,0.6596775460056961,102.5271859182187,340474,330157,3.030187327079304,327447,3.8261365038152633
0.7503666887059808,0.7145803989842534,105.00801446171712,0.7162114721722901,104.7688731416291,378707,358011,5.464910867768495,352757,6.852263095216088
0.8559007020667195,0.8468043194152415,101.07420125794346,0.8545867633074522,100.15375135863115,417609,417516,0.022269634993506315,416480,0.2703485796522642
0.5692828479222953,0.5674769529141486,100.3182323086203,0.5796604929491878,98.20970289451793,268561,268558,0.0011170646519786942,268258,0.11282352984981969
0.7404015711508691,0.7043233341537416,105.12239695146211,0.7047046371735632,105.0655171108962,373995,353928,5.365579753740022,345408,7.643685076003692
0.7886212943121791,0.783512132242322,100.65208461485278,0.7921645049937069,99.55271781818146,402658,399250,0.8463758325924289,397949,1.1694788132857212
0.7037778277881444,0.6651372583582997,105.80941286092103,0.6652483097277582,105.79174986196564,358001,336632,5.968977740285638,333548,6.830427847966902
0.7317404630593956,0.6872777650132775,106.46939277095034,0.6864199102856219,106.60245311866254,367007,343180,6.4922467418877545,336780,8.236082690520888
0.7715304279699922,0.6286060190759599,122.73672293245437,0.6143721360713243,125.58030917606959,399266,313784,21.409786959069905,301272,24.543537391112693
0.7119483812712133,0.5563111579976976,127.97664958468438,0.5516647449694574,129.0545367931079,354055,265403,25.039047605598,257617,27.238140966798937
0.8146204682998359,0.8178719598799944,99.60244491318231,0.8247960424050689,98.76629207924404,409099,409098,0.0002444396099718915,409086,0.0031777149296345897
0.6478207912296057,0.5572302183136344,116.25729724244474,0.557537938002497,116.19313181638671,315899,267029,15.47013444170446,259926,17.718637919081743
0.6681032478809357,0.556107762735337,120.13916953698407,0.5492174648679793,121.64639521096332,329980,263906,20.023637796230076,256012,22.415903994181463
0.6711709960363805,0.6183410780504346,108.54381503368873,0.6157767251133919,108.99583707272926,334112,302858,9.354348242505509,296895,11.139079111196253
0.7339750449173152,0.7377084800973535,99.49391456371146,0.7442926941439509,98.6137645434633,368593,368354,0.06484116627282788,368064,0.14351873204320498
0.8519474430941045,0.7308385209180415,116.57122862433854,0.7155528292059898,119.06143171000588,442181,367404,16.91094823160651,354095,19.920801662667557
0.6453017396852374,0.6059459899552166,106.49492700379606,0.6115081678144634,105.52626663868654,319313,296367,7.1860525565824105,294140,7.883487361930136
0.7874807929620147,0.6609855629503727,119.13736654807079,0.6642667655833066,118.5488773129439,398863,321385,19.424714751681663,313556,21.387544094087446
0.7045280430465937,0.6985541172325611,100.8551843968366,0.6997877629473805,100.67738825258216,339412,339082,0.0972269689934393,338560,0.25102235631032954
0.5316476179286838,0.5337131908163428,99.61298073137378,0.542673169169575,97.96828885832645,257167,257167,0.0,257165,0.0007777047599404341
0.763817616738379,0.643667696043849,118.66645187151741,0.6321163969114423,120.83496338181332,383596,313848,18.182671352151743,302428,21.159761832761546
0.6892441562376916,0.563410225789994,122.33433556717182,0.5543929846026003,124.32411220566854,338061,271328,19.739928592768763,261113,22.76157261559304
0.6470449566841125,0.6036502490751445,107.18871692266396,0.5991478059440851,107.99421282442239,318222,292387,8.118546172169118,285382,10.319839608826541
0.7994598094373941,0.6548505029641092,122.08279688550697,0.6349033149890602,125.91835489962268,401106,320960,19.981251838666097,302520,24.57854033597104
0.7429415648803115,0.6895138081163168,107.748613027773,0.686356692109257,108.24423705947449,375387,344496,8.22910756099705,336288,10.415651048118349
0.7376455343328416,0.5772292478941381,127.79074120445874,0.565712186973542,130.39237112410677,378969,283780,25.11788563180629,270964,28.49969258699261
0.617124805226922,0.5746075049974024,107.39936388921892,0.575052373111248,107.31627832227637,302704,278951,7.846939584544629,275089,9.122773402399702
